,0,1,2,3,4
0,16.853063583374023,71.55084991455078,0.0,30.886417388916016,15.963739395141602
1,4.192163467407227,21.785205841064453,0.0,9.667604446411133,5.03960657119751
2,1.9590651988983154,24.00431251525879,0.0,12.208538055419922,7.606550216674805
3,4.201861381530762,21.81038475036621,0.0,9.67637825012207,5.0394744873046875
4,6.221451759338379,39.30598449707031,0.0,18.578630447387695,10.36704158782959
5,6.321037292480469,40.48479080200195,0.0,19.177061080932617,10.72247314453125
6,15.061279296875,29.169706344604492,0.0,8.470473289489746,2.462679386138916
7,15.039060592651367,48.47991180419922,0.0,18.954206466674805,8.967336654663086
8,4.391111373901367,15.481548309326172,0.0,5.758378982543945,2.561941146850586
9,9.050506591796875,75.86981964111328,0.0,37.97134017944336,22.585290908813477
10,7.035132884979248,38.54169464111328,0.0,17.661819458007812,9.53560733795166
11,15.299272537231445,75.28585052490234,0.0,34.16285705566406,18.124305725097656
12,1.1618123054504395,32.19058609008789,0.0,17.361543655395508,11.405508041381836
13,10.44308853149414,58.25640869140625,0.0,27.129432678222656,14.825179100036621
14,18.525896072387695,37.22477722167969,0.0,11.392621040344238,3.6587066650390625
15,2.3467488288879395,5.740878582000732,0.0,1.341439127922058,0.31657278537750244
16,1.194987177848816,32.339561462402344,0.0,17.428014755249023,11.450958251953125
17,3.4625282287597656,45.69918441772461,0.0,23.709209442138672,14.841028213500977
18,18.032733917236328,69.63016510009766,0.0,28.9365291595459,14.659436225891113
19,5.728191375732422,18.626583099365234,0.0,6.755815029144287,2.9433984756469727
20,3.4139442443847656,44.6609001159668,0.0,23.120887756347656,14.467408180236816
21,8.896705627441406,26.734838485717773,0.0,9.998678207397461,4.522858142852783
22,15.714010238647461,74.77793884277344,0.0,33.584747314453125,17.69551658630371
23,19.789520263671875,46.126895904541016,0.0,15.732110977172852,6.155462741851807
24,19.711158752441406,45.88092041015625,0.0,15.644330978393555,6.111215114593506
25,14.628520965576172,38.52989196777344,0.0,13.890863418579102,5.901064395904541
26,14.835054397583008,30.66141128540039,0.0,9.416550636291504,3.1020259857177734
27,4.233147621154785,24.208477020263672,0.0,10.980108261108398,5.884225368499756
28,2.8426167964935303,20.889020919799805,0.0,9.987006187438965,5.78108024597168
29,14.491144180297852,34.356773376464844,0.0,11.627958297729492,4.55681848526001
30,4.421760559082031,22.331222534179688,0.0,9.840400695800781,5.079919815063477
31,14.983278274536133,28.801071166992188,0.0,8.288592338562012,2.3567633628845215
32,8.15268611907959,18.836528778076172,0.0,5.983838081359863,2.1633195877075195
33,8.663005828857422,13.742874145507812,0.0,2.850733518600464,0.060870081186294556
34,17.75183868408203,33.897830963134766,0.0,9.798662185668945,2.7865958213806152
35,5.052181243896484,12.783506393432617,0.0,3.7121851444244385,1.273573398590088
36,18.925859451293945,42.93227005004883,0.0,14.335208892822266,5.447042942047119
37,2.6080663204193115,22.39450454711914,0.0,10.96041488647461,6.51524543762207
38,20.636354446411133,52.285640716552734,0.0,18.638242721557617,7.776656627655029
39,9.22195053100586,75.80415344238281,0.0,37.82163619995117,22.41716957092285
40,5.5428147315979,52.929866790771484,0.0,26.695480346679688,16.138431549072266
41,15.253379821777344,53.36122131347656,0.0,21.449838638305664,10.488737106323242
42,18.371301651000977,34.78062438964844,0.0,10.077668190002441,2.818683624267578
43,9.143125534057617,27.496145248413086,0.0,10.295918464660645,4.6648688316345215
44,11.151254653930664,89.44935607910156,0.0,44.59989547729492,26.32619857788086
45,5.73702335357666,27.133743286132812,0.0,11.799764633178711,5.978824615478516
46,8.767129898071289,28.530336380004883,0.0,11.012202262878418,5.169289588928223
47,7.392949104309082,36.444480895996094,0.0,16.256589889526367,8.514252662658691
48,6.002994537353516,18.97056770324707,0.0,6.9281005859375,3.0222411155700684
49,3.1827900409698486,12.515939712524414,0.0,4.886223316192627,2.2597365379333496
50,17.032983779907227,71.2746810913086,0.0,30.591747283935547,15.746925354003906
51,18.362958908081055,35.10396957397461,0.0,10.282716751098633,2.9606285095214844
